	val_loss	loss
0	15030.1953125	16272.592082938763
1	13995.55948153409	14299.968888099747
2	12720.05868252841	12906.079338304924
3	11479.172407670454	11677.527570628157
4	11065.37881747159	10707.699830334595
5	10379.345259232954	9862.152619949495
6	9735.824928977272	9433.351671006945
7	9781.271661931818	8801.132329150883
8	9939.1240234375	8474.64097024937
9	9708.94637784091	8162.387872869318
10	9617.701793323864	7750.967329545455
11	9882.365500710228	7677.63723169192
12	11452.996271306818	7446.321959832702
13	11531.3671875	7209.462609493371
14	9876.823863636364	6933.161310369318
15	8574.798650568182	6728.950609611742
16	8262.08114346591	6652.426945233586
17	7500.437233664773	6475.151377051768
18	6687.121981534091	6372.704180476641
19	6483.5966796875	6193.660358467488
20	6386.827681107955	6098.203282828283
21	6002.194691051136	6038.945909288194
22	6006.893732244318	5917.791217842488
23	6063.89453125	5791.92340396149
24	6011.781649502841	5714.581976996527
25	5727.684037642045	5709.168688841541
26	5524.026722301136	5599.78811059817
27	5676.133966619318	5504.37676077178
28	6595.293812144886	5511.227894176136
29	6539.821377840909	5499.724269057765
30	6155.456276633523	5402.751790364583
31	5660.644797585227	5381.212451665088
32	5544.712935014205	5243.084319760101
33	5377.546519886364	5247.033548374368
34	5188.526544744318	5304.218833846276
35	5528.843661221591	5259.927083333333
36	5208.678267045455	5113.976597024937
37	4851.348810369318	5058.289896030618
38	4972.671653053977	4997.814024029356
39	4808.494406960227	4936.383019649621
40	4884.728249289773	4957.040261008523
41	4614.784934303977	4909.926392834596
42	4607.645285866477	4830.521400528724
43	4439.849609375	4776.396538628473
44	4470.872336647727	4708.382422861427
45	4600.024236505682	4702.152901081124
46	4745.521928267045	4736.512404316603
47	4994.480557528409	4750.764387034406
48	5536.8720703125	4761.177315143624
49	5229.058194247159	4708.585084240846
50	5012.770197088068	4733.273052793561
51	4790.641645951705	4615.469622987689
52	5060.43310546875	4661.353313407512
53	4445.044699928977	4597.201285314079
54	4558.755770596591	4553.283400410353
55	4429.872514204545	4525.406772806187
56	4366.954367897727	4533.658390546086
57	4208.449751420455	4468.649907275884
58	4264.399325284091	4483.982234453914
59	4189.0380859375	4402.707016453598
60	4307.289151278409	4416.285466974432
61	4097.475430575284	4407.212279040404
62	4638.578125	4432.126943260732
63	4599.233531605114	4372.60266729798
64	4814.218394886364	4387.796889796402
65	4872.426979758523	4372.85810250947
66	4506.355113636364	4293.843503393308
67	4516.611106178977	4335.268648398043
68	4242.849076704545	4310.403315380366
69	4193.48291015625	4289.24700619476
70	4109.186789772727	4294.154045336174
71	4089.590243252841	4234.359000157829
72	4038.916592684659	4274.248683120265
73	3923.374667080966	4217.493701665088
74	3910.1151899857955	4190.380948153409
75	3946.5532448508525	4165.32148141572
76	3939.3184703480115	4203.487551294192
77	3895.9186567826705	4176.853841145833
78	3883.1979758522725	4180.367660984848
79	3893.473965731534	4142.242853338068
80	3884.797674005682	4107.888745857008
81	3903.070245916193	4096.807459359217
82	3848.5201305042615	4084.186530835701
83	3828.2089399857955	4111.598346748738
84	3794.2047895951705	4098.658496586963
85	3806.8925337357955	4037.5458984375
86	3879.494961825284	4075.962515782828
87	3805.302068536932	4094.8416637073865
88	3815.3469460227275	4094.094440498737
89	3880.0739968039775	4031.555390329072
90	3874.96728515625	3997.027486781881
91	3852.233487215909	4040.983117305871
92	3821.2774769176135	4015.6398235282513
93	3787.535822088068	3976.808147391888
94	3796.0835404829545	4020.5285249960543
95	3811.4621360085225	4005.0404163707385
96	3819.4705699573865	3983.185522214331
97	3756.2692427201705	3987.9203337081753
98	3801.754572088068	3962.028470742582
99	3742.9054953835225	3991.7461504695393
