	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
GSM505398	0.5483275	0.46964344	0.49741697	0.41641364	0.5121459	0.45903054	0.53902435	0.49789545	0.6017384	0.47415158	0.5190724	0.18535939	0.54748446	0.37309283	0.22604969	0.47224194	0.4727625	0.5461651	0.53100556	0.20573357	0.40779918	0.54004097	0.48619652	0.66226995	0.5313432	0.55952066	0.39350587	0.4704876	0.49422383	0.53890157	0.4652689	0.4783355	0.51493526	0.42724484	0.5266116	0.5152938	0.56069106	0.45730546	0.52419317	0.58178294	0.5502479	0.48496914	0.5192191	0.5932138	0.6083779	0.58872545	0.22827485	0.5239714	0.40860885	0.447314	0.5617827	0.5583159	0.4271283	0.40074375	0.5249722	0.42994827	0.48331577	0.29718912	0.4520704	0.42631355	0.48695594	0.6212716	0.6322794	0.635229	0.5615693	0.4819343	0.51000255	0.5512786	0.5416409	0.39371806	0.42788294	0.5393107	0.52336866	0.5331365	0.38386732	0.5251867	0.6405336	0.46137947	0.54602927	0.6434126	0.38045055	0.53474903	0.5902284	0.47214094	0.3779986	0.17252362	0.20918873	0.4753504	0.53805864	0.48553458	0.5281488	0.5590066	0.30703372	0.4816785	0.5195869	0.53411585	0.5532534	0.5784166	0.59554225	0.48365238
GSM505399	0.5360609	0.49489152	0.5395625	0.43911642	0.5121331	0.47296044	0.570482	0.54410094	0.6429607	0.517165	0.52368766	0.1889759	0.5644553	0.4021399	0.21886957	0.47433344	0.4413584	0.56124514	0.5635775	0.19167775	0.42974994	0.5582793	0.46581495	0.6900995	0.5605357	0.61447054	0.44257972	0.44042838	0.52400225	0.58315253	0.493474	0.4703996	0.4600608	0.44519326	0.5859911	0.50340706	0.5354391	0.48310763	0.5316685	0.55032474	0.5664495	0.47642773	0.5134446	0.61670184	0.59743136	0.6384375	0.21389973	0.58197975	0.35806334	0.47405478	0.5396825	0.5973978	0.46268812	0.42758518	0.57425016	0.44899556	0.51355296	0.28755963	0.47755417	0.43796974	0.47301283	0.622094	0.6228516	0.614923	0.5991061	0.49616006	0.5371882	0.57875705	0.56918806	0.38651615	0.47623914	0.5668818	0.54437673	0.5826185	0.42163932	0.5329581	0.64339244	0.49346113	0.5372962	0.6464327	0.39950672	0.48624682	0.5817702	0.51397085	0.39210284	0.16416001	0.19498226	0.44933417	0.51555026	0.50658816	0.55683976	0.5731889	0.28503633	0.48477077	0.58584654	0.548041	0.55645984	0.6059576	0.6042169	0.5049519
GSM505400	0.5822114	0.51687115	0.54207385	0.46131274	0.4950887	0.54995316	0.5608637	0.55047864	0.6024715	0.5689973	0.56377476	0.26492083	0.5891085	0.495539	0.33250844	0.55241513	0.50273603	0.5381956	0.54921186	0.23977578	0.50558686	0.53176355	0.50353664	0.6700693	0.58438647	0.64034206	0.46473637	0.5225549	0.5489586	0.5894603	0.4951553	0.39104614	0.47446477	0.53350055	0.537458	0.5735887	0.6363003	0.5126582	0.6377739	0.6058054	0.54939264	0.6014199	0.57168996	0.60161424	0.6915158	0.6459035	0.2920224	0.56273687	0.4615035	0.4883677	0.6157843	0.6238405	0.4989546	0.49043795	0.5634818	0.48272792	0.494072	0.38063285	0.48938128	0.56900537	0.5402257	0.56048423	0.56103605	0.61862475	0.5758845	0.5358846	0.563982	0.5774819	0.48780316	0.4671328	0.5238628	0.6016945	0.5463931	0.6186845	0.4224767	0.53997445	0.60625917	0.53940916	0.55229664	0.64662355	0.4846502	0.56418145	0.5863616	0.6361643	0.46082988	0.13834968	0.24183825	0.5269981	0.59126675	0.51362514	0.5562177	0.5477375	0.40233696	0.51610905	0.58287764	0.5313549	0.6274745	0.6182124	0.5574326	0.5210843
GSM505401	0.57568705	0.52324265	0.52881384	0.449939	0.5113784	0.5622819	0.56688917	0.56523705	0.6026612	0.5634691	0.56563383	0.2742126	0.58963317	0.5063094	0.33606285	0.5682989	0.5003645	0.5347657	0.54931074	0.22462565	0.50943977	0.5396187	0.48632744	0.67059755	0.58636236	0.6466018	0.47287023	0.520173	0.54765356	0.57794374	0.4947214	0.4198131	0.4656002	0.55072176	0.52972025	0.58643234	0.6333438	0.5101435	0.63802195	0.6014264	0.5629793	0.6134237	0.59578127	0.59715307	0.698884	0.6468893	0.29552096	0.5631755	0.47964108	0.49009323	0.6177304	0.62471217	0.49816808	0.50463945	0.5754568	0.47603825	0.49782678	0.37401426	0.48464352	0.5846174	0.55635047	0.5298512	0.5805693	0.6049857	0.5815246	0.5248398	0.56742615	0.5849731	0.5172247	0.4809622	0.52463204	0.59461915	0.54019845	0.6310936	0.43129924	0.53531903	0.61333805	0.5373556	0.52471703	0.6517653	0.49308142	0.56882286	0.6091318	0.63675606	0.48345184	0.13307914	0.24749616	0.5246421	0.59176624	0.51023364	0.5463762	0.5479567	0.389783	0.5267367	0.5885114	0.52150226	0.63166094	0.622704	0.55898565	0.51731855
GSM505402	0.4408946	0.4810756	0.56087035	0.4301707	0.5543435	0.45431378	0.6404793	0.54773855	0.6781808	0.46088788	0.42972922	0.23475581	0.5179925	0.35672995	0.2946928	0.3953809	0.40814018	0.6089258	0.6257182	0.2859162	0.3512712	0.6134767	0.38110763	0.76668537	0.5204315	0.6862022	0.4005015	0.38395366	0.490315	0.4633288	0.4746413	0.45015475	0.44251853	0.3614413	0.5962204	0.5007155	0.4506694	0.4952196	0.484913	0.4847672	0.61618334	0.4305275	0.3826328	0.5371417	0.61741596	0.6871344	0.29788187	0.6117941	0.3039503	0.4447062	0.45713547	0.64453423	0.41308606	0.34209573	0.6375648	0.39824134	0.47595006	0.3708292	0.40929532	0.32278603	0.43005067	0.662847	0.61394435	0.6655796	0.64166486	0.4787223	0.58051836	0.5311263	0.54734904	0.27533907	0.41727304	0.5309852	0.5021714	0.6669074	0.42155176	0.45566916	0.63737	0.46985486	0.5943338	0.6819775	0.35922003	0.44914562	0.6107391	0.3947171	0.32745773	0.2426574	0.22286841	0.3861795	0.43883815	0.5040819	0.46475902	0.46689618	0.22028336	0.3855679	0.62131786	0.48055723	0.44928393	0.6684078	0.6335839	0.48449197
GSM505403	0.4788866	0.49092856	0.57613206	0.43844628	0.5787912	0.42836165	0.641953	0.5593615	0.69199336	0.47681955	0.45303252	0.24961838	0.53036845	0.3428718	0.29880422	0.390717	0.43474495	0.603012	0.6321325	0.25936294	0.35091433	0.60092163	0.39240327	0.7447117	0.5333878	0.6884448	0.39906272	0.40662736	0.490297	0.49788484	0.4866316	0.4798659	0.43852857	0.3309306	0.606585	0.4682055	0.49788737	0.5008712	0.46688667	0.49586248	0.62239474	0.39174795	0.41817784	0.51884866	0.5684158	0.69147396	0.29847687	0.62472934	0.28787825	0.45228714	0.50164956	0.64028287	0.44434857	0.3527181	0.6479921	0.4099269	0.47476393	0.39427388	0.42570102	0.3047077	0.39931583	0.64875007	0.66218936	0.6661198	0.64671916	0.46881276	0.5846012	0.55456203	0.57030386	0.29977393	0.44322908	0.5427037	0.5187504	0.659077	0.43543524	0.49892813	0.6513072	0.49003553	0.56699204	0.71769315	0.347952	0.47484148	0.65415233	0.36927325	0.3244235	0.23627475	0.26533723	0.42762238	0.46230957	0.4925992	0.48819822	0.4830262	0.22307622	0.44849998	0.64657116	0.5078868	0.4293966	0.66562676	0.62766814	0.5068285
GSM505404	0.44447538	0.54809815	0.58765346	0.51939696	0.49009126	0.54348063	0.6391821	0.5877702	0.66745615	0.548769	0.4466411	0.11880618	0.6229265	0.4321821	0.1659869	0.52115333	0.40676937	0.56871945	0.63194144	0.18184474	0.4552513	0.59581643	0.38544562	0.73687565	0.6330558	0.6900594	0.41100043	0.4027366	0.58895564	0.5734103	0.56183684	0.3830906	0.43152338	0.46239048	0.614292	0.5726725	0.45547172	0.5533854	0.61295533	0.4849411	0.49696976	0.5780718	0.50464624	0.55958396	0.6594564	0.6904921	0.16150144	0.58817255	0.44546923	0.5228272	0.53406906	0.6677725	0.5230381	0.47806832	0.64903885	0.51631266	0.5757544	0.22042334	0.5122493	0.53683424	0.5200914	0.6274127	0.5256249	0.64167786	0.62335026	0.56006116	0.6363897	0.6228955	0.4623186	0.45520303	0.52337563	0.630249	0.55276847	0.66846186	0.4873562	0.52484614	0.5797789	0.57098264	0.5483389	0.62816095	0.44811526	0.45827845	0.5238703	0.5692734	0.4403512	0.11052734	0.13402542	0.39746884	0.45384696	0.5641192	0.50729465	0.5551197	0.34243202	0.41169372	0.5846966	0.56085855	0.587738	0.65217954	0.6120306	0.54748106
GSM505405	0.4610742	0.563168	0.6049386	0.5386743	0.44838032	0.5284719	0.65874356	0.62005943	0.6983848	0.570102	0.46406808	0.118449956	0.6382277	0.45612347	0.13883963	0.49487403	0.41917765	0.56174254	0.6529482	0.16538498	0.43906772	0.60277843	0.40662125	0.7377416	0.6525632	0.7068455	0.4301957	0.4106991	0.61125594	0.5933738	0.57183725	0.37208474	0.43250993	0.46138397	0.61905015	0.58175683	0.49474078	0.5822325	0.6110711	0.50131494	0.48832595	0.5209354	0.52102333	0.5990046	0.6370296	0.7193128	0.13730747	0.62488234	0.4016143	0.5346287	0.54319674	0.69518244	0.53700024	0.47052726	0.66728854	0.5206768	0.5628156	0.19098783	0.51399946	0.4905705	0.48422673	0.63346136	0.52336025	0.63277715	0.665552	0.5834595	0.64564604	0.6343114	0.4315437	0.45836696	0.5492353	0.63885546	0.5815906	0.6774046	0.5127658	0.5411763	0.57692206	0.5876823	0.53697956	0.6052716	0.44605145	0.47153714	0.52567285	0.5445401	0.4101316	0.113466024	0.11474165	0.4281696	0.45931834	0.56448793	0.5467827	0.5793326	0.34971297	0.4559893	0.6565813	0.5622514	0.55553544	0.67236084	0.6019742	0.5709043
GSM505406	0.5526686	0.5241146	0.5467461	0.45535558	0.5584518	0.4314456	0.62969804	0.5784568	0.64991045	0.51852655	0.5299204	0.21510333	0.5698856	0.3722529	0.26332748	0.46765503	0.50565416	0.60671216	0.59985	0.24303856	0.39330462	0.58719575	0.48626873	0.70698893	0.5876557	0.6761841	0.42424834	0.4825994	0.52040213	0.5625741	0.5240239	0.46204606	0.5237482	0.40188932	0.57801324	0.4885842	0.57342106	0.50892085	0.5435976	0.5773828	0.56046146	0.44648477	0.48931757	0.5811171	0.54430443	0.6639997	0.2557305	0.5831523	0.38175622	0.4885998	0.5923936	0.6197119	0.47737324	0.3819415	0.61097527	0.46233386	0.5144276	0.33350495	0.46909556	0.42340505	0.41161156	0.65672266	0.6268693	0.673038	0.6521743	0.47900847	0.56592923	0.59505606	0.55791336	0.41403458	0.5036383	0.591334	0.5177816	0.62355554	0.4404563	0.5056127	0.64422894	0.5186857	0.5839397	0.6801127	0.37322786	0.5111019	0.60395235	0.4876906	0.33180094	0.19157532	0.23191991	0.5120851	0.5433475	0.5437354	0.5221245	0.5559097	0.30074245	0.4907543	0.59632325	0.5218968	0.48618007	0.6507653	0.639364	0.5155696
GSM505407	0.53991634	0.4923992	0.55307305	0.44057515	0.5745794	0.4382908	0.6286165	0.5658991	0.67372084	0.4951142	0.5284889	0.21069664	0.55168813	0.35213417	0.26351815	0.46568894	0.4864266	0.60128933	0.60005665	0.25596875	0.39382437	0.6034864	0.47785938	0.7118242	0.56476516	0.66350496	0.43581647	0.4743772	0.50510424	0.52819777	0.50767136	0.4582617	0.51270515	0.3988434	0.5902052	0.4810107	0.56093466	0.5032064	0.528997	0.5628216	0.55713975	0.4329617	0.5009225	0.5704756	0.55345654	0.6746021	0.2596022	0.5847238	0.36388433	0.47249934	0.5834098	0.6271723	0.458885	0.37972572	0.62427336	0.44687223	0.49967214	0.33771086	0.46016368	0.42009845	0.41043812	0.65074724	0.64272	0.6621228	0.6477867	0.4676194	0.5668776	0.5874431	0.5557026	0.37893778	0.48265386	0.57198143	0.5034172	0.62905884	0.43890998	0.4828194	0.64316833	0.509253	0.57271105	0.6832204	0.3663504	0.5076217	0.6205781	0.46818227	0.33358914	0.19769454	0.22474274	0.49015617	0.549186	0.5170573	0.5051827	0.5404432	0.28056413	0.49140948	0.61501735	0.5046985	0.4771298	0.66090477	0.6444592	0.48591653
GSM505408	0.3741893	0.5103471	0.5536946	0.4925744	0.53297544	0.5855181	0.57289296	0.59740543	0.6581255	0.52698857	0.4367398	0.13830084	0.57906306	0.5199649	0.194231	0.56900275	0.3398158	0.5961503	0.5996224	0.19419497	0.54634154	0.57770824	0.36239386	0.707838	0.5790524	0.65108234	0.4758888	0.33350748	0.5168891	0.56258965	0.5221877	0.41387442	0.3713252	0.570054	0.6069398	0.607497	0.42868835	0.5283989	0.66856647	0.40189874	0.5777607	0.5846629	0.5891741	0.5862952	0.70569783	0.66374415	0.16031927	0.5930154	0.45845798	0.50519454	0.45065755	0.63463485	0.48946518	0.55491114	0.6163551	0.4937337	0.5349892	0.23274717	0.48551774	0.5395841	0.62268996	0.6392407	0.577638	0.6645215	0.63876075	0.54849917	0.56233233	0.581255	0.5196307	0.47882807	0.5003856	0.59296876	0.51231164	0.61967283	0.45776644	0.50168484	0.637604	0.5387705	0.56592983	0.66072285	0.56239927	0.40839505	0.5814781	0.619485	0.5003264	0.1860874	0.15530387	0.36729258	0.42988902	0.48723742	0.5232365	0.52424943	0.417922	0.39102238	0.5438941	0.5231086	0.62092876	0.6212526	0.5839993	0.5397845
GSM505409	0.39424193	0.5015694	0.5568568	0.49884152	0.53137356	0.5851115	0.56520784	0.5881349	0.654462	0.5194025	0.45535356	0.13294762	0.57392335	0.5182013	0.19341993	0.5665162	0.35528904	0.5862791	0.603555	0.19951528	0.5490082	0.5778872	0.37223417	0.70427656	0.5745364	0.6433189	0.46010366	0.34267995	0.5176441	0.56264234	0.5194148	0.40900484	0.39244047	0.57355964	0.6074179	0.61478263	0.4265716	0.5273525	0.666378	0.4069719	0.5724354	0.5793996	0.60074234	0.5825186	0.6989971	0.65769345	0.16268525	0.5972393	0.46625862	0.49830684	0.44232908	0.63269305	0.48405337	0.5580649	0.6216377	0.49728268	0.5208475	0.23819119	0.48214772	0.53825504	0.61235714	0.6272111	0.5852977	0.66275704	0.64432365	0.5333582	0.55955523	0.58322656	0.5109852	0.46770263	0.49428785	0.59093934	0.5157219	0.6270015	0.45619854	0.49952307	0.6248365	0.53185624	0.5637266	0.6628566	0.5627663	0.41838	0.5838713	0.61770016	0.49892926	0.1844379	0.15730265	0.38578534	0.45295712	0.48008463	0.51634943	0.5230008	0.40905705	0.40919432	0.5595504	0.5171797	0.6150411	0.62782323	0.5909287	0.5392864
GSM505410	0.50911504	0.54543465	0.610975	0.50278187	0.5232117	0.4983118	0.6590762	0.6279129	0.70386857	0.536711	0.43795228	0.21070108	0.5986574	0.43157482	0.2520817	0.45924377	0.41650543	0.61202866	0.63259685	0.28989714	0.42820135	0.6236193	0.4274957	0.75919676	0.61007935	0.7172264	0.46954113	0.4185982	0.5788495	0.51109564	0.5386217	0.45308614	0.41430116	0.4304497	0.6289672	0.5294108	0.50725716	0.5464034	0.58582354	0.497533	0.5536308	0.46102417	0.4539649	0.58751833	0.6260556	0.7152681	0.25682026	0.6251347	0.29188246	0.52928525	0.5047221	0.6770997	0.4936773	0.41947836	0.66964954	0.50849766	0.5389538	0.30423903	0.4757579	0.39944577	0.43092707	0.66280437	0.5886067	0.67966425	0.66604406	0.5694301	0.6273602	0.587342	0.5090303	0.3489183	0.509162	0.62503713	0.566834	0.66777843	0.47873902	0.524278	0.6037569	0.5560698	0.5797415	0.61663705	0.40172648	0.44844368	0.55543256	0.48470998	0.38962618	0.2216577	0.20260537	0.46633366	0.4688359	0.53380764	0.5067622	0.5246688	0.26841593	0.44701332	0.64867836	0.53827316	0.51656425	0.69448185	0.66033506	0.5573606
GSM505411	0.52027446	0.43327516	0.5066091	0.41556975	0.5024107	0.53352237	0.58156085	0.53962505	0.6016748	0.42512435	0.5111297	0.53585196	0.49690405	0.45499122	0.57907605	0.47638685	0.47607946	0.58452165	0.56312925	0.4367961	0.46818203	0.5150813	0.46472022	0.66065496	0.4904242	0.6068012	0.4459956	0.4560231	0.46822095	0.48496413	0.43042526	0.40373302	0.47561276	0.47678939	0.48548463	0.53660357	0.54610425	0.45633674	0.5834837	0.55058914	0.5812458	0.5421968	0.4878183	0.5080999	0.68197006	0.61099875	0.56245154	0.53737575	0.37760776	0.42710012	0.54336584	0.5652201	0.4155865	0.4404285	0.5637002	0.40183353	0.456415	0.63795173	0.41675323	0.47915843	0.49973667	0.6015818	0.6247332	0.6237289	0.5595387	0.45141965	0.5226006	0.52350575	0.50707626	0.39779377	0.41048408	0.5154803	0.4771419	0.58668023	0.3791084	0.44613826	0.6441926	0.4542261	0.53179663	0.6570613	0.41744834	0.53000927	0.58726877	0.581683	0.43997863	0.3991284	0.5162491	0.48680377	0.52807635	0.43150863	0.46418077	0.48653904	0.34341136	0.49802628	0.5396259	0.5025497	0.54734975	0.58568877	0.60096306	0.44669178
GSM505412	0.6232978	0.44666314	0.5415519	0.38992438	0.61438787	0.23031723	0.6540208	0.5426335	0.6659525	0.43082538	0.5990022	0.5739964	0.45266086	0.18729737	0.6203364	0.2364037	0.5868329	0.6397902	0.62567544	0.51917917	0.21544424	0.62261695	0.5455277	0.7226238	0.48128265	0.69288224	0.25021827	0.5379651	0.4512195	0.44025275	0.43343022	0.49142405	0.58385295	0.1814085	0.5925045	0.27441022	0.61743486	0.47984758	0.2653183	0.64534664	0.64748204	0.24087232	0.29656434	0.46971557	0.36809707	0.70559615	0.6027385	0.61763394	0.21611008	0.40540165	0.616038	0.6192862	0.40941507	0.15051535	0.65079796	0.35496214	0.4439018	0.7201116	0.3663057	0.1788224	0.20399702	0.6826695	0.7052763	0.68867165	0.63946986	0.40700543	0.55115503	0.5005612	0.5958525	0.17775863	0.39855227	0.5109529	0.41646025	0.6890161	0.41423702	0.42986146	0.6604956	0.4539222	0.5901006	0.76352537	0.1808736	0.61330265	0.69886243	0.22285527	0.1769242	0.4655758	0.58689123	0.5434122	0.56969833	0.44983664	0.43465632	0.45609716	0.10967928	0.5690165	0.6412884	0.4563388	0.24966595	0.6720715	0.66248983	0.4377336
GSM505413	0.56080484	0.51412594	0.59469664	0.4428994	0.5532965	0.34863424	0.61396986	0.5669648	0.65737605	0.49015418	0.5156516	0.6065254	0.5734145	0.2873152	0.645683	0.3203377	0.49791858	0.5333291	0.5931252	0.5024432	0.3032353	0.5926361	0.47110906	0.70439094	0.5328413	0.6848739	0.33286178	0.43746042	0.53180015	0.50536376	0.48381367	0.47093645	0.48157763	0.27914757	0.5836015	0.4197212	0.5400115	0.4956	0.34807867	0.5649106	0.61768407	0.33986872	0.41130894	0.55144286	0.53243756	0.6719459	0.6108647	0.5926605	0.27014643	0.5018227	0.5448934	0.62780493	0.48409003	0.28606528	0.6382725	0.41621548	0.49137586	0.70169044	0.4409906	0.27860883	0.3423845	0.59146553	0.66231835	0.61325485	0.6194516	0.47277835	0.55942017	0.5628532	0.51441616	0.26853925	0.46469542	0.56698686	0.520684	0.6569519	0.43269408	0.48932546	0.63609165	0.49438953	0.5027184	0.6864135	0.24673408	0.5157593	0.63236964	0.3175068	0.26019567	0.47352338	0.5594069	0.4842654	0.5099851	0.49872306	0.49925867	0.5213819	0.19128591	0.51253325	0.61707205	0.51923984	0.3376575	0.6522435	0.5474835	0.4980316
GSM505414	0.4933764	0.5796679	0.6079013	0.5275792	0.5192681	0.4533328	0.63773847	0.644264	0.6783909	0.5617158	0.47205666	0.17807704	0.63146996	0.33429328	0.22847053	0.42500925	0.44301775	0.5922812	0.630406	0.21486568	0.38383746	0.61570215	0.4211101	0.7395453	0.63393545	0.70162845	0.39888915	0.40148515	0.58481336	0.6000093	0.5451652	0.43516865	0.43192738	0.36386424	0.6178889	0.48308638	0.5124543	0.56369656	0.48308805	0.4715019	0.5101262	0.40198123	0.46091118	0.5803398	0.60286444	0.697904	0.1942305	0.6299161	0.31213522	0.5371762	0.4929857	0.681862	0.54326594	0.36278588	0.65486264	0.49064717	0.5812312	0.25847733	0.48648062	0.38036796	0.39573687	0.62413645	0.5594983	0.60097975	0.6776824	0.57974935	0.637652	0.6152172	0.46965492	0.3246261	0.5485974	0.6339857	0.5329063	0.69288915	0.4985232	0.54024273	0.5497983	0.5719368	0.49192342	0.6230618	0.36975515	0.50486064	0.5330558	0.44144833	0.31030232	0.15041989	0.1677922	0.4440291	0.4978251	0.5798916	0.51734614	0.59775317	0.25993222	0.4676281	0.64045453	0.5652735	0.44242072	0.6808426	0.6159035	0.57392645
GSM505415	0.50736684	0.4890268	0.51978	0.41354585	0.5745955	0.4896851	0.6165252	0.57522655	0.6126624	0.45452902	0.48271507	0.19637227	0.54124206	0.3845767	0.23753428	0.45830646	0.4550688	0.5749233	0.58974636	0.2253285	0.39493763	0.57359815	0.45442477	0.71636426	0.51643634	0.66313744	0.442177	0.44404626	0.48036465	0.46173114	0.4608604	0.45299608	0.48040447	0.418532	0.5849653	0.5325017	0.5272056	0.4767978	0.5697832	0.51385677	0.5849435	0.45105243	0.46741417	0.5005696	0.6609663	0.6618856	0.23832628	0.5642763	0.34768048	0.40913785	0.53070354	0.6183225	0.40260297	0.41911057	0.6215979	0.39683408	0.47650796	0.311041	0.38543984	0.39125437	0.44615167	0.61920196	0.6295916	0.6475597	0.64771795	0.43902186	0.55989146	0.5289392	0.5310443	0.3633545	0.41948116	0.526574	0.46445495	0.63705873	0.4140609	0.45522642	0.6264832	0.49433044	0.5298448	0.6727435	0.41765302	0.48209187	0.619608	0.4744284	0.36746922	0.17533377	0.22136039	0.46147954	0.49599665	0.46327755	0.45993385	0.46115053	0.28055233	0.45220625	0.5983488	0.47017896	0.48368004	0.6358478	0.6166165	0.47097352
GSM505416	0.61774176	0.3895047	0.48456118	0.33256447	0.5554106	0.41423482	0.5176787	0.44365102	0.58811486	0.37386703	0.5949782	0.3240949	0.43318486	0.34360754	0.36911887	0.38787073	0.56986123	0.62366575	0.4920338	0.28924257	0.35308367	0.49361706	0.5246199	0.66289747	0.41768566	0.5544368	0.41968644	0.53999966	0.4044896	0.4415037	0.35754263	0.4921391	0.5614589	0.32704574	0.5366047	0.46561483	0.6101928	0.37076968	0.50065064	0.62323326	0.5971992	0.4202337	0.4351685	0.46835187	0.58354896	0.5878287	0.3550601	0.51311016	0.32656094	0.36227152	0.61544573	0.53902704	0.34827203	0.34354684	0.48588458	0.33037084	0.38088387	0.45416915	0.3543312	0.3518464	0.39579856	0.62576044	0.6527244	0.6707307	0.53111464	0.37725207	0.47813708	0.46387434	0.54632527	0.30660462	0.3397406	0.44985956	0.43249643	0.54887724	0.314726	0.4428954	0.6546654	0.3913612	0.5679844	0.7091418	0.34242043	0.5887767	0.6641666	0.42168257	0.3442763	0.25917608	0.3065183	0.53405434	0.5848212	0.4214132	0.44957247	0.47339818	0.25455004	0.55278885	0.5260584	0.4296879	0.43091488	0.56965196	0.6413027	0.39894953
GSM505417	0.5736631	0.5518974	0.5633825	0.48055038	0.49831045	0.51041394	0.60114187	0.56709826	0.6306945	0.5196795	0.533063	0.4546419	0.56901246	0.44352254	0.5533268	0.48617306	0.53191173	0.11888108	0.61377734	0.10734174	0.44438154	0.5669386	0.48729226	0.6972517	0.59673595	0.6740326	0.45449245	0.45971212	0.54491687	0.5530803	0.48832375	0.40115055	0.47574645	0.4955219	0.5934723	0.5233476	0.59631896	0.5186734	0.591992	0.58271295	0.5006362	0.5626209	0.59234715	0.55578387	0.6528263	0.65050685	0.5118683	0.5718482	0.47083232	0.4811208	0.58384085	0.6130398	0.4859691	0.446205	0.60574925	0.46647668	0.5217011	0.59321743	0.4706927	0.5264634	0.51908475	0.14319748	0.5550949	0.15099427	0.5921508	0.5146827	0.56586486	0.5577483	0.46914265	0.46695313	0.51482505	0.5783462	0.5268433	0.62289125	0.46841902	0.5012961	0.5681228	0.51353127	0.1103403	0.6077892	0.42741063	0.55001706	0.5567628	0.56271917	0.42025352	0.4104019	0.46440804	0.5356119	0.55877084	0.55401903	0.5086083	0.5358866	0.3719373	0.5099076	0.6041463	0.5590958	0.5627278	0.6173305	0.15792882	0.5135246
GSM505418	0.52299607	0.6102348	0.60739946	0.5481454	0.4868075	0.49278012	0.6782501	0.63941085	0.6730457	0.5841504	0.5129349	0.2935611	0.661901	0.40124592	0.39453623	0.45796314	0.45448267	0.5549504	0.6472716	0.29428	0.42569548	0.63519573	0.43083704	0.7299623	0.6558504	0.7057463	0.430023	0.43144283	0.63364637	0.620091	0.59553444	0.40103444	0.4736674	0.45918927	0.6081431	0.5122765	0.53769714	0.59027267	0.55618227	0.5484955	0.54304326	0.4743915	0.5039075	0.62151945	0.6134178	0.7037054	0.37103158	0.6315617	0.36313784	0.57946044	0.5504977	0.69993985	0.5988431	0.39984217	0.6733845	0.55095184	0.59242755	0.4513513	0.5333363	0.45457628	0.44595802	0.5835725	0.561144	0.5893239	0.66392356	0.61089116	0.639684	0.63678515	0.4766461	0.3794629	0.5576907	0.66251916	0.6117569	0.6802939	0.51741004	0.56364447	0.58949125	0.60426223	0.49443018	0.6409488	0.392039	0.51531756	0.56195694	0.5140156	0.37571132	0.18467045	0.28778017	0.47004977	0.5201597	0.5652387	0.5401694	0.59801024	0.3424272	0.48911396	0.63018686	0.60098046	0.51808494	0.6556247	0.5830893	0.6034121
GSM505419	0.48047203	0.5243674	0.5826557	0.49377683	0.45986226	0.5074378	0.6083731	0.615479	0.64093167	0.5356317	0.45103225	0.21373576	0.63525546	0.42580253	0.29659113	0.468265	0.43092394	0.6358676	0.5876664	0.34348363	0.44545472	0.5856639	0.4283137	0.71230423	0.58901525	0.66067475	0.42658085	0.38649738	0.5963512	0.58409417	0.5367005	0.36450174	0.3957901	0.4525919	0.5595434	0.5333132	0.51210344	0.5347851	0.54197896	0.49539956	0.5540436	0.5288009	0.5228302	0.60186154	0.6254462	0.66220284	0.247509	0.5755959	0.34740025	0.5469663	0.5065745	0.63955855	0.5138382	0.40618667	0.6090736	0.4966358	0.531733	0.3102706	0.49885115	0.46853504	0.49826086	0.6561601	0.5050355	0.6795796	0.6155156	0.5428899	0.5908789	0.60905015	0.42051739	0.37893426	0.50909173	0.61030424	0.5744261	0.6247389	0.45901185	0.5630827	0.551393	0.56228495	0.58065945	0.57509285	0.44574144	0.4591534	0.508669	0.5040362	0.39997485	0.20058772	0.20988873	0.441687	0.48832482	0.5664016	0.53820866	0.60846585	0.34608305	0.44357818	0.5667314	0.57377476	0.5051463	0.64273775	0.6590216	0.5770596
